File Name,INPUT_1_BuildingNumber,Service Type,Service Category,INPUT_1_FacilityName,INPUT_1_Address,INPUT_2_ Address,Building Number,INPUT_1_Borough,INPUT_1_ZipCode,Latitude2,Longitude2,INPUT_1_Phone2,Column3,INPUT_1_AdditionalInfo2,OUTPUT_BBL,OUTPUT_BIN,OUTPUT_City_Council_District,OUTPUT_Community_District,OUTPUT_NTA_Name,Location
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,775 Columbus Avenue,,,MANHATTAN,11654,40.79404211,-73.96664351,(212) 280-3085,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.79404211, -73.96664351)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,6423 Fort Hamilton Parkway,,,BROOKLYN,11219,40.63097995,-74.00868254,,,,3057430040,3141927,38,310,Dyker Heights,"(40.63097995, -74.00868254)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Boardwalk Rx,3100 Ocean Parkway,,,BROOKLYN,11235,40.57586067,-73.96863915,(718) 996-7600,,<p>Ask a staff member to check your blood pressure.</p>,3072820062,3196598,48,313,West Brighton,"(40.57586067, -73.96863915)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,279 West 125th Street,,,MANHATTAN,11579,40.80995039,-73.95062878,(212) 663-4391,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.80995039, -73.95062878)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,537 East 138th Street,,,BRONX,10454,40.80720097,-73.91836585,,,,2022660028,2000066,08,201,Mott Haven-Port Morris,"(40.80720097, -73.91836585)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,New Lots Pharmacy,739 New Lots Avenue,,,BROOKLYN,11207,40.66591728,-73.88376935,,,,3040930001,3090737,42,305,East New York,"(40.66591728, -73.88376935)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,756 Myrtle Avenue,,,BROOKLYN,11206,40.69501425,-73.9522757,(718) 237-4526,,<p>Ask a staff member to check your blood pressure.</p>,3017547502,3393745,36,303,Bedford,"(40.69501425, -73.9522757)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,122 East 42nd Street,,,MANHATTAN,11680,40.75159416,-73.97644956,(212) 808-4743,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75159416, -73.97644956)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,2108 3rd Avenue,,,MANHATTAN,11589,40.7975365,-73.94032644,(212) 987-1372,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.7975365, -73.94032644)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,82-13 37th Avenue,,,QUEENS,11372,40.7497704,-73.88409167,,,,4014560035,4035815,25,403,Jackson Heights,"(40.7497704, -73.88409167)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Artis Drugs,80-02 Eliot Avenue,,,QUEENS,11379,40.72505135,-73.87907305,(718) 429-6611,,,4029380001,4067517,30,405,Middle Village,"(40.72505135, -73.87907305)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Scarpa Pharmacy & Surgical Supplies,6220 11th Avenue,,,BROOKLYN,11219,40.80521691,-73.94151155,(718) 745-5499,,<p>Ask a staff member to check your blood pressure.</p>,3057300043,3141490,38,310,Dyker Heights,"(40.80521691, -73.94151155)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Balaji Pharmacy,1708 Mermaid Avenue,,,BROOKLYN,11224,40.57659135,-73.98496016,(718) 996-9000,,<p>Ask a staff member to check your blood pressure.</p>,3070610009,3189577,47,313,Seagate-Coney Island,"(40.57659135, -73.98496016)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,420 Fifth Avenue,,,MANHATTAN,10018,40.75080205,-73.98284538,,,,1008397501,1081017,04,105,Midtown-Midtown South,"(40.75080205, -73.98284538)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Maurice Pharmacy,802 Avenue U,,,BROOKLYN,11223,40.59810271,-73.96287797,(347) 462-2877,,<p>Ask a staff member to check your blood pressure.</p>,3071357501,3397665,47,315,Homecrest,"(40.59810271, -73.96287797)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,224 East 161st Street,,,BRONX,10451,40.82606401,-73.9200192,,,,2024430090,2002456,16,204,East Concourse-Concourse Village,"(40.82606401, -73.9200192)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Phamco Drugs & Surgicals,248-15 Union Turnpike,,,BELLEROSE,11426,40.699783,-73.786026,(718) 749-5811,,,4084960055,4173780,23,413,Bellerose,"(40.699783, -73.786026)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,8430 New Utrecht Avenue,,,BROOKLYN,11214,40.60871732,-74.00181516,,,,3063260060,3165137,43,311,Bath Beach,"(40.60871732, -74.00181516)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,296 Flatbush Avenue,,,BROOKLYN,11217,40.67820657,-73.97322001,(718) 399-2716,,<p>Ask a staff member to check your blood pressure.</p>,3009390039,3018946,39,306,Prospect Heights,"(40.67820657, -73.97322001)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Elmway II Pharmacy,86-07 51st Avenue,,,QUEENS,11376,40.73865797,-73.8772512,(718) 699-1882,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.73865797, -73.8772512)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,A and V Pharmacy,8501 Fourth Avenue,,,BROOKLYN,11209,40.6234479,-74.02807278,(718) 238-1402,,<p>Ask a staff member to check your blood pressure.</p>,3060350006,3153141,43,310,Bay Ridge,"(40.6234479, -74.02807278)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Safeway Pharmacy,493 East 138th Street,,,BRONX,10454,40.63840721,-74.01012116,,,,2022830063,2000276,08,201,Mott Haven-Port Morris,"(40.63840721, -74.01012116)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Joyma Enterprise,291 Pennsylvania Avenue,,,BROOKLYN,11207,40.67031195,-73.89545219,,,,3037550017,3084086,42,305,East New York (Pennsylvania Ave),"(40.67031195, -73.89545219)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,455 West 37th Street,,,MANHATTAN,11663,40.75610068,-73.99683446,(212) 643-6090,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75610068, -73.99683446)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,My Family Pharmacy,96-08 Northern Boulevard,,,QUEENS,11471,40.75694612,-73.87203043,(718) 440-9979,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.75694612, -73.87203043)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Good Health Family Pharmacy,449 West 125th Street,,,MANHATTAN,10026,40.81271092,-73.95567713,(212) 665-6007,,<p>Ask a staff member to check your blood pressure.</p>,1019660046,1059535,07,109,Morningside Heights,"(40.81271092, -73.95567713)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Richmond Pharmacy,121-17 Jamaica Avenue,,,QUEENS,11418,40.70044333,-73.82864867,(718) 849-9800,,<p>Ask a staff member to check your blood pressure.</p>,4092750062,4532056,29,409,Richmond Hill,"(40.70044333, -73.82864867)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Family Drugstore,1402 Kings Highway,,,BROOKLYN,11229,40.60843003,-73.9590114,(718) 373-2300,,<p>Ask a staff member to check your blood pressure.</p>,3067970100,3182970,48,315,Homecrest,"(40.60843003, -73.9590114)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Care Well Rx,826 East Tremont Avenue,,,BRONX,10460,40.84352334,-73.88732872,,,,2029560031,2010071,17,206,East Tremont,"(40.84352334, -73.88732872)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,315 West 23rd Street,,,MANHATTAN,11645,40.74559378,-73.9991916,(646) 486-7430,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.74559378, -73.9991916)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Farmacia San Rafael,1479 St Nicholas Avenue,,,MANHATTAN,10033,40.85118356,-73.93237642,(212) 923-4190,,<p>Ask a staff member to check your blood pressure.</p>,1021660023,1063963,10,112,Washington Heights North,"(40.85118356, -73.93237642)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,J Drugs,1205 Avenue J,,,BROOKLYN,11230,40.62489767,-73.96401217,(718) 258-6686,,<p>Ask a staff member to check your blood pressure.</p>,3067050050,3179530,44,314,Midwood,"(40.62489767, -73.96401217)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,5102 13th Avenue,,,BROOKLYN,11219,40.63380996,-73.99338874,,,,3056550051,3138363,44,312,Borough Park,"(40.63380996, -73.99338874)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Prescriptions Exclusive,1229 Third Avenue,,,MANHATTAN,10021,40.76895883,-73.96116499,(212) 249-1050,,<p>Ask a staff member to check your blood pressure.</p>,1014250001,1043920,04,108,Lenox Hill-Roosevelt Island,"(40.76895883, -73.96116499)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,40 Wall Street,,,MANHATTAN,11670,40.70661767,-74.00987547,(212) 742-8454,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70661767, -74.00987547)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Lincoln Pharmacy,723 Flatbush Avenue,,,BROOKLYN,11226,40.65532492,-73.95978618,(718) 284-0083,,<p>Ask a staff member to check your blood pressure.</p>,3050550008,3115947,40,309,Prospect Lefferts Gardens-Wingate,"(40.65532492, -73.95978618)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Healthy Rx,30-07 31st Avenue,,,QUEENS,11106,40.76465299,-73.92409308,,,<p>Ask a staff member to check your blood pressure.</p>,4005910020,4007606,22,401,Astoria,"(40.76465299, -73.92409308)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,2750 Boston Road,,,BRONX,10469,40.86662972,-73.86087071,,,,2045150005,2053816,13,211,Allerton-Pelham Gardens,"(40.86662972, -73.86087071)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Al Kosto,37-65 90th Street,,,QUEENS,11453,40.74924111,-73.87662529,(718) 446-2068,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.74924111, -73.87662529)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,New York City Pharmacy,206 1st Avenue,,,NEW YORK,10009,40.73029325,-73.98331252,(212) 253-8686,,<p>Ask a staff member to check your blood pressure.</p>,1004407501,1005979,02,103,East Village,"(40.73029325, -73.98331252)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,3090 Ocean Avenue,,,BROOKLYN,11235,40.58574026,-73.94883663,(718) 368-4291,,<p>Ask a staff member to check your blood pressure.</p>,3087740006,3247052,48,315,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,"(40.58574026, -73.94883663)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Mill Basin Pharmacy,5829 Avenue T,,,BROOKLYN,11234,40.61533337,-73.91837808,(718) 676-6675,,,3083800002,3425702,46,318,Flatlands,"(40.61533337, -73.91837808)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Luna Park Pharmacy,2875 West 8th Street,,,BROOKLYN,11224,40.57844537,-73.97632005,(718) 946-5444,,<p>Ask a staff member to check your blood pressure.</p>,3072790153,3196590,48,313,West Brighton,"(40.57844537, -73.97632005)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rossi Pharmacy,1891 Eastern Parkway,,,BROOKLYN,11233,40.71169363,-73.95775732,,,,3015700028,3042687,37,316,Ocean Hill,"(40.71169363, -73.95775732)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Kraupner Pharmacy,457 Knickerbocker Avenue,,,BROOKLYN,11237,40.69894226,-73.91858547,(718) 821-1313,,<p>Ask a staff member to check your blood pressure.</p>,3033000008,3075418,37,304,Bushwick North,"(40.69894226, -73.91858547)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Citydrug & Surgical,2039 Amsterdam Avenue,,,MANHATTAN,11550,40.83525474,-73.94027441,(212) 781-1011,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.83525474, -73.94027441)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Kings Court Drugs,610 East 16th Street,,,BROOKLYN,11226,40.63531635,-73.96237439,(718) 434-6565,,<p>Ask a staff member to check your blood pressure.</p>,3052360016,3121180,40,314,Flatbush,"(40.63531635, -73.96237439)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Sb Pharmacy,27 East 124th Street,,,MANHATTAN,10035,40.57482469,-74.00093951,,,,1017490016,1054005,09,111,East Harlem North,"(40.57482469, -74.00093951)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,153-65 Cross Island Parkway,,,QUEENS,11357,40.78693178,-73.80834337,,,,4047170016,4439674,19,407,Whitestone,"(40.78693178, -73.80834337)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,888 Pharmacy,4821 8th Avenue,,,BROOKLYN,11220,40.64205819,-74.00270609,(718) 871-8833,,<p>Ask a staff member to check your blood pressure.</p>,3007780002,3012806,38,312,Sunset Park East,"(40.64205819, -74.00270609)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,National Pharmacy,40-15 National Street,,,QUEENS,11370,40.74928592,-73.86290325,(718) 779-9080,,<p>Ask a staff member to check your blood pressure.</p>,4019750035,4048561,21,404,North Corona,"(40.74928592, -73.86290325)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Bay-Care Pharmacy,8515 Bay Parkway,,,BROOKLYN,11214,40.60237668,-73.99334505,(718) 266-6160,,<p>Ask a staff member to check your blood pressure.</p>,3063480001,3340689,47,311,Bensonhurst West,"(40.60237668, -73.99334505)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Custom Rx Pharmacy,102-03a Queens Boulevard,,,QUEENS,11426,40.72598242,-73.85153245,(718) 830-4500,,<p>Ask a staff member to check your blood pressure.</p>,4021360005,4051270,29,406,Forest Hills,"(40.72598242, -73.85153245)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,69-62 188th Street,,,QUEENS,11365,40.73419092,-73.78354047,,,,4071150030,4463782,23,408,Fresh Meadows-Utopia,"(40.73419092, -73.78354047)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,559 Fulton Street,,,BROOKLYN,11201,40.68951958,-73.98249701,(718) 643-9505,,<p>Ask a staff member to check your blood pressure.</p>,3001490028,3000362,33,302,Fort Greene,"(40.68951958, -73.98249701)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,960 Halsey Street,,,BROOKLYN,11233,40.68569953,-73.91590465,,,,3014950030,3393531,41,316,Ocean Hill,"(40.68569953, -73.91590465)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,2409 Broadway,,,MANHATTAN,11638,40.78991893,-73.97524059,(212) 874-0238,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.78991893, -73.97524059)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Enjoy Pharmaceutical Services,3927 Amboy Road,,,STATEN ISLAND,10308,40.5514679,-74.14931254,(718) 554-4016,,<p>Ask a staff member to check your blood pressure.</p>,5046240378,5062567,51,503,Great Kills,"(40.5514679, -74.14931254)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Ismaeel C. Pharmacy,280 Broadway,,,STATEN ISLAND,10310,40.63447482,-74.1171917,(718) 273-6606,,<p>Ask a staff member to check your blood pressure.</p>,5002060013,5005517,49,501,West New Brighton-New Brighton-St. George,"(40.63447482, -74.1171917)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Kelly's Pharmacy,5825 5th Avenue,,,BROOKLYN,11220,40.64043505,-74.01515878,(718) 439-6360,,<p>Ask a staff member to check your blood pressure.</p>,3008560001,3016040,38,307,Sunset Park East,"(40.64043505, -74.01515878)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Kramer's Pharmacy,309 St Ann's Avenue,,,BRONX,10454,40.80870905,-73.91623992,,,,2022670039,2000078,08,201,Mott Haven-Port Morris,"(40.80870905, -73.91623992)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Chateau Drug & Homecare,181 Amsterdam Avenue,,,MANHATTAN,11545,40.77618016,-73.98338402,(212) 877-6390,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.77618016, -73.98338402)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Gena Care,173 Chauncey Street,,,BROOKLYN,11233,40.68056684,-73.92805416,(718) 484-7166,,<p>Ask a staff member to check your blood pressure.</p>,3016870001,3047845,36,303,Crown Heights North,"(40.68056684, -73.92805416)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Anh Pharmacy,3167 Fulton Street,,,BROOKLYN,11208,40.68194103,-73.87821411,(718) 484-8044,,<p>Ask a staff member to check your blood pressure.</p>,3041240042,3091996,37,305,Cypress Hills-City Line,"(40.68194103, -73.87821411)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,182 Smith Street,,,BROOKLYN,11201,40.68535128,-73.9914041,,,,3003967501,3006318,33,306,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,"(40.68535128, -73.9914041)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,15-08 College Point Boulevard,,,QUEENS,11356,40.78403488,-73.84582707,,,,4040767501,4450798,19,407,College Point,"(40.78403488, -73.84582707)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,783 Manhattan Avenue,,,BROOKLYN,11222,40.72746318,-73.95290541,,,,3025960005,3065313,33,301,Greenpoint,"(40.72746318, -73.95290541)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,1033 St Nicholas Avenue,,,MANHATTAN,10032,40.83595996,-73.93993407,,,,1021200033,1062868,07,112,Washington Heights South,"(40.83595996, -73.93993407)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,100 Broadway,,,MANHATTAN,11678,40.70813265,-74.01137256,(212) 227-5148,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.70813265, -74.01137256)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Family Pharmacy,2754 3rd Avenue,,,BRONX,10455,40.81447339,-73.92063289,(718) 401-3900,,,2023070008,2000658,08,201,Mott Haven-Port Morris,"(40.81447339, -73.92063289)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Dermer's Pharmacy,2064 Flatbush Avenue,,,BROOKLYN,11234,40.61944656,-73.93342257,(718) 377-4900,,<p>Ask a staff member to check your blood pressure.</p>,3078660041,3219563,46,318,Flatlands,"(40.61944656, -73.93342257)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Leff Prescription Center,70 East 161st Street,,,BRONX,10451,40.82757437,-73.92519899,(718) 665-1163,,<p>Ask a staff member to check your blood pressure.</p>,2024830045,2002983,08,204,West Concourse,"(40.82757437, -73.92519899)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Esjay Pharmacy,556 Grand Street,,,BROOKLYN,11211,40.71108648,-73.9495805,(718) 384-7901,,<p>Ask a staff member to check your blood pressure.</p>,3027850024,3069507,34,301,North Side-South Side,"(40.71108648, -73.9495805)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Bowne Chemists,161-03 29th Avenue,,,QUEENS,11393,40.77118485,-73.80333078,(718) 767-2400,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.77118485, -73.80333078)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Duane Reade,41 East 58th Street,,,MANHATTAN,11564,40.76279438,-73.97145313,(212) 421-4880,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.76279438, -73.97145313)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Huikang Pharmacy,6410 8th Avenue,,,BROOKLYN,11220,40.63309862,-74.01205507,(718) 333-5654,,<p>Ask a staff member to check your blood pressure.</p>,3058210041,3144184,38,310,Sunset Park East,"(40.63309862, -74.01205507)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,40-16 National Street,,,QUEENS,11368,40.74925028,-73.86293941,,,,4019740012,4048538,21,404,North Corona,"(40.74925028, -73.86293941)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Healthone Pharmacy,119 Pennsylvania Avenue,,,BROOKLYN,11207,40.67495445,-73.89664178,(718) 495-9015,,,3036870006,3083517,37,305,East New York,"(40.67495445, -73.89664178)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Bhole Pharmacy,3663 Broadway,,,MANHATTAN,11531,40.83038639,-73.94757095,(212) 491-2910,,<p>Ask a staff member to check your blood pressure.</p>,,,,,,"(40.83038639, -73.94757095)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Franklin & Carroll Drugs,886 Franklin Avenue,,,BROOKLYN,11225,40.66818663,-73.95887721,,,,3011880055,3029707,35,309,Crown Heights South,"(40.66818663, -73.95887721)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,CVS Pharmacy,1500 Lexington Avenue,,,MANHATTAN,10029,40.78637023,-73.95056689,,,,1016240015,1086030,05,111,East Harlem South,"(40.78637023, -73.95056689)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check by Pharmacy Staff,Blood Pressure,Markowa Apteka Pharmacy,831 Manhattan Avenue,,,BROOKLYN,11222,40.72858879,-73.95354323,(718) 389-0389,,<p>Ask a staff member to check your blood pressure.</p>,3025730015,3065104,33,301,Greenpoint,"(40.72858879, -73.95354323)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,6900 4th Avenue,,,BROOKLYN,11209,40.63447745,-74.02358461,,,,3058720042,3145700,43,310,Bay Ridge,"(40.63447745, -74.02358461)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Medscript Rx Pharmacy,83-42 Parsons Boulevard,,,QUEENS,11432,40.71481176,-73.8075848,(718) 658-9300,,,4067180165,4145770,24,408,Briarwood-Jamaica Hills,"(40.71481176, -73.8075848)"
Open Data SET_BP Checks on HealthMap.xlsx,,Free Blood Pressure Check at a Kiosk (Self-serve),Blood Pressure,Rite Aid Pharmacy,255-01 Union Turnpike,,,QUEENS,11004,40.74537997,-73.71507126,,,,4085130002,4440956,23,413,Glen Oaks-Floral Park-New Hyde Park,"(40.74537997, -73.71507126)"
